,Return_Incl_Costs_BRLUSD Curncy,Return_Incl_Costs_ARSUSD Curncy,Return_Incl_Costs_MXNUSD Curncy,Return_Incl_Costs_COPUSD Curncy,Return_Incl_Costs_CLPUSD Curncy,Return_Incl_Costs_PENUSD Curncy,Return_Incl_Costs_TRYUSD Curncy,Return_Incl_Costs_RUBUSD Curncy,Return_Incl_Costs_ZARUSD Curncy,Return_Incl_Costs_CNYUSD Curncy,Return_Incl_Costs_KRWUSD Curncy,Return_Incl_Costs_IDRUSD Curncy,Return_Incl_Costs_INRUSD Curncy,Return_Incl_Costs_PHPUSD Curncy,Return_Incl_Costs_THBUSD Curncy,Return_Incl_Costs_CZKEUR Curncy,Return_Incl_Costs_HUFEUR Curncy,Return_Incl_Costs_PLNEUR Curncy
2012-10-17,291.49613118334923,167.80590788045623,128.6363149687211,183.97944904851028,107.5279406352458,109.78618938825993,575.4309651311164,78.38927452828459,245.82464820412022,90.93454529814618,161.80400577646802,154.99643041565733,118.24563456287123,96.32921545063837,120.3922021445886,51.91676954591875,50.73398803120086,63.00720572195996
2012-10-18,291.49613118334923,167.80590788045623,128.10515471933286,184.23073545521345,107.44613514712668,109.84113482635041,575.4309651311164,78.38927452828459,245.82464820412022,91.00004431320367,161.80400577646802,154.99643041565733,119.41005743339335,96.32921545063837,120.3922021445886,51.91676954591875,50.833847922083365,63.09737147715193
2012-10-19,291.49613118334923,167.80590788045623,127.58433379810457,184.06218859774904,106.92779311799329,109.80863956175324,575.4309651311164,78.38927452828459,245.82464820412022,90.96812842950241,161.80400577646802,154.99643041565733,120.32225195248078,96.32921545063837,120.3922021445886,51.91676954591875,50.60890375917243,62.94146445480452
2012-10-22,291.49613118334923,167.80590788045623,127.77421146851226,183.68789903393906,106.3846688380474,109.82001592999254,575.4309651311164,78.38927452828459,245.82464820412022,90.95748980160171,161.80400577646802,154.99643041565733,119.47040518048118,96.32921545063837,120.3922021445886,51.91676954591875,50.439077710205396,62.90999372257712
2012-10-23,291.49613118334923,167.80590788045623,127.71032436277801,183.5960550844221,106.33147650362838,109.65881037154173,575.4309651311164,78.38927452828459,245.82464820412022,90.99528074847164,161.80400577646802,154.99643041565733,120.01321582850682,96.32921545063837,120.3922021445886,51.91676954591875,50.20632658897788,62.90999372257712
2012-10-24,291.49613118334923,167.80590788045623,127.71032436277801,183.5960550844221,106.33147650362838,109.62425767864515,575.4309651311164,78.38927452828459,245.82464820412022,91.08388305247738,161.80400577646802,154.99643041565733,119.98373444997213,96.32921545063837,120.3922021445886,51.91676954591875,50.29168431361848,62.90999372257712
2012-10-25,291.49613118334923,167.80590788045623,127.71032436277801,183.5960550844221,106.33147650362838,109.3744616781631,575.4309651311164,78.38927452828459,245.82464820412022,91.18137734398161,161.80400577646802,154.99643041565733,119.58904865404827,96.32921545063837,120.3922021445886,51.801235593952136,50.49508522446346,62.90999372257712
2012-10-26,291.1915142297407,167.80590788045623,127.71032436277801,183.5960550844221,106.33147650362838,108.9397391812,575.4309651311164,78.38927452828459,245.82464820412022,91.08689997680719,161.80400577646802,154.99643041565733,119.55947740190483,96.32921545063837,120.3922021445886,51.760783275496955,50.09013632009613,62.90999372257712
2012-10-29,290.4427562711534,167.80590788045623,127.71032436277801,183.5960550844221,106.33147650362838,108.8852693116094,575.4309651311164,78.38927452828459,245.82464820412022,91.17113567980914,161.80400577646802,154.99643041565733,120.6313675207592,96.32921545063837,120.3922021445886,51.95527977413463,50.06509125193608,62.90999372257712
2012-10-30,290.72527849023066,167.80590788045623,127.71032436277801,183.5960550844221,106.33147650362838,108.8852693116094,575.4309651311164,78.38927452828459,245.82464820412022,91.25029024709717,161.80400577646802,154.99643041565733,120.35680496109143,96.32921545063837,120.3922021445886,51.893370007549116,50.06509125193608,62.90999372257712
