,Spot_Incl_Costs_BRLUSD Curncy,Spot_Incl_Costs_ARSUSD Curncy,Spot_Incl_Costs_MXNUSD Curncy,Spot_Incl_Costs_COPUSD Curncy,Spot_Incl_Costs_CLPUSD Curncy,Spot_Incl_Costs_PENUSD Curncy,Spot_Incl_Costs_TRYUSD Curncy,Spot_Incl_Costs_RUBUSD Curncy,Spot_Incl_Costs_ZARUSD Curncy,Spot_Incl_Costs_CNYUSD Curncy,Spot_Incl_Costs_KRWUSD Curncy,Spot_Incl_Costs_IDRUSD Curncy,Spot_Incl_Costs_INRUSD Curncy,Spot_Incl_Costs_PHPUSD Curncy,Spot_Incl_Costs_THBUSD Curncy,Spot_Incl_Costs_CZKEUR Curncy,Spot_Incl_Costs_HUFEUR Curncy,Spot_Incl_Costs_PLNEUR Curncy
2017-07-10,116.49452778268153,12.030156050960109,70.74382286263818,151.70364047931665,77.81785995190205,102.9121838928508,47.605498057719785,101.63526504144669,48.35803471001596,95.54155748814749,119.42902331949738,196.02401879938395,95.63527242659553,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-07-11,116.83659980553443,12.030156050960109,70.74382286263818,151.70364047931665,77.81785995190205,102.95172052718578,47.605498057719785,101.63526504144669,48.35803471001596,95.57401487280849,119.42902331949738,196.02401879938395,95.48268453045726,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-07-12,118.24289589948525,12.030156050960109,71.38089808926786,151.70364047931665,77.81785995190205,103.04654143834512,47.605498057719785,101.63526504144669,48.35803471001596,95.76875918077455,119.42902331949738,196.02401879938395,95.67373618090872,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-07-13,118.50895191725974,12.030156050960109,71.5965886807214,151.70364047931665,77.81785995190205,103.09411942203639,47.605498057719785,101.63526504144669,48.35803471001596,95.71682736531695,119.42902331949738,196.02401879938395,95.61210661624696,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-07-14,119.34512797312236,12.030156050960109,72.24366045508198,151.70364047931665,77.81785995190205,103.30084911173712,47.605498057719785,101.63526504144669,48.35803471001596,95.98946939646942,119.42902331949738,196.02401879938395,95.87095078782635,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-07-17,119.53516798581842,12.030156050960109,72.16753436398074,150.8503275198207,77.81785995190205,103.20368280701554,47.605498057719785,101.63526504144669,48.35803471001596,95.88560576555419,119.42902331949738,196.07458368597347,95.76618052790137,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-07-18,120.40935204422028,12.030156050960109,72.47203872838571,151.78785418774743,77.81785995190205,103.32329787869003,47.647209381666705,101.76541732711289,48.40197555651536,96.25561995068969,119.42902331949738,195.92600678998423,95.84013600549547,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-07-19,120.5613840543771,12.030156050960109,72.54816481948696,151.8152939926624,77.81785995190205,103.38997406710243,47.68416603821714,102.30832708167365,48.36760314814846,96.21017961216428,119.42902331949738,195.83738197483277,95.90176557015721,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-07-20,121.32154410516131,12.030156050960109,72.49741409208613,152.41896970079083,77.81785995190205,103.42850553276789,47.694245126367264,102.48929699986058,48.22823865604265,96.26860290455409,119.42902331949738,195.80870924051905,95.76618052790135,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-07-21,121.47357611531815,12.030156050960109,71.87571768142595,151.74669448037506,77.81785995190205,103.20535808813145,47.423789594339055,101.76541732711289,48.373227724063035,96.22965404296089,119.42902331949738,195.44117691886152,95.71071391970577,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
