,Inflation_Differential_ARSUSD Curncy
2007-09-13,9.749999999999998
2007-09-14,9.749999999999998
2007-09-17,9.749999999999998
2007-09-18,9.749999999999998
2007-09-19,9.749999999999998
2007-09-20,9.749999999999998
2007-09-21,9.749999999999998
2007-09-24,9.749999999999998
2007-09-25,9.749999999999998
2007-09-26,9.749999999999998
2007-09-27,9.749999999999998
2007-09-28,9.749999999999998
2007-10-01,9.749999999999998
2007-10-02,9.9
2007-10-03,9.9
2007-10-04,9.9
2007-10-05,9.9
2007-10-08,9.9
2007-10-09,9.9
2007-10-10,9.9
2007-10-11,9.9
2007-10-12,9.9
2007-10-15,9.9
2007-10-16,9.9
2007-10-17,9.9
2007-10-18,10.116666666666667
2007-10-19,10.116666666666667
2007-10-22,10.116666666666667
2007-10-23,10.116666666666667
2007-10-24,10.116666666666667
2007-10-25,10.116666666666667
2007-10-26,10.116666666666667
2007-10-29,10.116666666666667
2007-10-30,10.116666666666667
2007-10-31,10.116666666666667
2007-11-01,10.116666666666667
2007-11-02,10.458333333333334
2007-11-05,10.458333333333334
2007-11-06,10.458333333333334
2007-11-07,10.458333333333334
2007-11-08,10.458333333333334
2007-11-09,10.458333333333334
2007-11-12,10.458333333333334
2007-11-13,10.458333333333334
2007-11-14,10.458333333333334
2007-11-15,10.458333333333334
2007-11-16,10.458333333333334
2007-11-19,10.458333333333334
2007-11-20,10.458333333333334
2007-11-21,10.458333333333334
2007-11-22,10.458333333333334
2007-11-23,10.458333333333334
2007-11-26,10.458333333333334
2007-11-27,10.458333333333334
2007-11-28,10.458333333333334
2007-11-29,10.458333333333334
2007-11-30,10.458333333333334
2007-12-03,10.458333333333334
2007-12-04,10.8
2007-12-05,10.8
2007-12-06,10.8
2007-12-07,10.8
2007-12-10,10.8
2007-12-11,10.8
2007-12-12,10.8
2007-12-13,10.8
2007-12-14,10.8
2007-12-17,10.8
2007-12-18,10.8
2007-12-19,10.8
2007-12-20,10.8
2007-12-21,10.8
2007-12-24,10.8
2007-12-25,10.8
2007-12-26,10.8
2007-12-27,10.8
2007-12-28,10.8
2007-12-31,10.8
2008-01-01,10.8
2008-01-02,10.816666666666668
2008-01-03,10.816666666666668
2008-01-04,10.816666666666668
2008-01-07,10.816666666666668
2008-01-08,10.816666666666668
2008-01-09,10.816666666666668
2008-01-10,10.816666666666668
2008-01-11,10.816666666666668
2008-01-14,10.816666666666668
2008-01-15,10.816666666666668
2008-01-16,10.816666666666668
2008-01-17,10.816666666666668
2008-01-18,10.816666666666668
2008-01-21,10.816666666666668
2008-01-22,10.816666666666668
2008-01-23,10.816666666666668
2008-01-24,10.816666666666668
2008-01-25,10.816666666666668
2008-01-28,10.816666666666668
2008-01-29,10.816666666666668
2008-01-30,10.816666666666668
2008-01-31,10.816666666666668
2008-02-01,10.816666666666668
2008-02-04,10.833333333333334
2008-02-05,10.833333333333334
2008-02-06,10.833333333333334
2008-02-07,10.833333333333334
2008-02-08,10.833333333333334
2008-02-11,10.833333333333334
2008-02-12,10.833333333333334
2008-02-13,10.833333333333334
2008-02-14,10.833333333333334
2008-02-15,10.833333333333334
2008-02-18,10.833333333333334
2008-02-19,10.833333333333334
2008-02-20,10.833333333333334
2008-02-21,10.833333333333334
2008-02-22,10.833333333333334
2008-02-25,10.833333333333334
2008-02-26,10.833333333333334
2008-02-27,10.833333333333334
2008-02-28,10.833333333333334
2008-02-29,10.833333333333334
2008-03-03,10.833333333333334
2008-03-04,10.85
2008-03-05,10.85
2008-03-06,10.85
2008-03-07,10.85
2008-03-10,10.85
2008-03-11,10.85
2008-03-12,10.85
2008-03-13,10.85
2008-03-14,10.85
2008-03-17,10.85
2008-03-18,10.85
2008-03-19,10.85
2008-03-20,10.85
2008-03-21,10.85
2008-03-24,10.85
2008-03-25,10.85
2008-03-26,10.85
2008-03-27,10.85
2008-03-28,10.85
2008-03-31,10.85
2008-04-01,10.85
2008-04-02,10.866666666666667
2008-04-03,10.866666666666667
2008-04-04,10.866666666666667
2008-04-07,10.866666666666667
2008-04-08,10.866666666666667
2008-04-09,10.866666666666667
2008-04-10,6.986666666666666
2008-04-11,6.986666666666666
2008-04-14,6.986666666666666
2008-04-15,6.986666666666666
2008-04-16,6.986666666666666
2008-04-17,6.986666666666666
2008-04-18,6.986666666666666
2008-04-21,6.986666666666666
2008-04-22,6.986666666666666
2008-04-23,6.986666666666666
2008-04-24,6.986666666666666
2008-04-25,6.986666666666666
2008-04-28,6.986666666666666
2008-04-29,6.986666666666666
2008-04-30,6.986666666666666
2008-05-01,6.986666666666666
2008-05-02,6.977083333333334
2008-05-05,6.977083333333334
2008-05-06,6.977083333333334
2008-05-07,6.977083333333334
2008-05-08,6.977083333333334
2008-05-09,6.977083333333334
2008-05-12,6.977083333333334
2008-05-13,6.977083333333334
2008-05-14,6.977083333333334
2008-05-15,6.977083333333334
2008-05-16,6.977083333333334
2008-05-19,6.977083333333334
2008-05-20,6.977083333333334
2008-05-21,6.977083333333334
2008-05-22,6.977083333333334
2008-05-23,6.977083333333334
2008-05-26,6.977083333333334
2008-05-27,6.977083333333334
2008-05-28,6.977083333333334
2008-05-29,6.977083333333334
2008-05-30,6.977083333333334
2008-06-02,6.977083333333334
2008-06-03,6.9675
2008-06-04,6.9675
2008-06-05,6.9675
2008-06-06,6.9675
2008-06-09,6.9675
2008-06-10,6.9675
2008-06-11,6.9675
2008-06-12,6.9675
2008-06-13,6.9675
2008-06-16,6.9675
2008-06-17,6.9675
2008-06-18,6.9675
2008-06-19,6.9675
2008-06-20,6.9675
2008-06-23,6.9675
2008-06-24,6.9675
2008-06-25,6.9675
2008-06-26,6.9675
2008-06-27,6.9675
2008-06-30,6.9675
2008-07-01,6.9675
2008-07-02,6.957916666666667
2008-07-03,6.957916666666667
2008-07-04,6.957916666666667
2008-07-07,6.957916666666667
2008-07-08,6.957916666666667
2008-07-09,6.957916666666667
2008-07-10,6.957916666666667
2008-07-11,6.957916666666667
2008-07-14,6.957916666666667
2008-07-15,6.957916666666667
2008-07-16,6.957916666666667
2008-07-17,6.957916666666667
2008-07-18,6.957916666666667
2008-07-21,6.957916666666667
2008-07-22,6.957916666666667
2008-07-23,6.957916666666667
2008-07-24,6.957916666666667
2008-07-25,6.957916666666667
2008-07-28,6.957916666666667
2008-07-29,6.957916666666667
2008-07-30,6.957916666666667
2008-07-31,6.957916666666667
2008-08-01,6.957916666666667
2008-08-04,6.948333333333334
2008-08-05,6.948333333333334
2008-08-06,6.948333333333334
2008-08-07,6.948333333333334
2008-08-08,6.948333333333334
2008-08-11,6.948333333333334
2008-08-12,6.948333333333334
2008-08-13,6.948333333333334
2008-08-14,6.948333333333334
2008-08-15,6.948333333333334
2008-08-18,6.948333333333334
2008-08-19,6.948333333333334
2008-08-20,6.948333333333334
2008-08-21,6.948333333333334
2008-08-22,6.948333333333334
2008-08-25,6.948333333333334
2008-08-26,6.948333333333334
2008-08-27,6.948333333333334
2008-08-28,6.948333333333334
2008-08-29,6.948333333333334
2008-09-01,6.948333333333334
2008-09-02,6.938749999999999
2008-09-03,6.938749999999999
2008-09-04,6.938749999999999
2008-09-05,6.938749999999999
2008-09-08,6.938749999999999
2008-09-09,6.938749999999999
2008-09-10,6.938749999999999
2008-09-11,6.938749999999999
2008-09-12,6.938749999999999
2008-09-15,6.938749999999999
2008-09-16,6.938749999999999
2008-09-17,6.938749999999999
2008-09-18,6.938749999999999
2008-09-19,6.938749999999999
2008-09-22,6.938749999999999
2008-09-23,6.938749999999999
2008-09-24,6.938749999999999
2008-09-25,6.938749999999999
2008-09-26,6.938749999999999
2008-09-29,6.938749999999999
2008-09-30,6.938749999999999
2008-10-01,6.938749999999999
2008-10-02,6.929166666666667
2008-10-03,6.929166666666667
2008-10-06,6.929166666666667
2008-10-07,6.929166666666667
2008-10-08,6.929166666666667
2008-10-09,7.135999999999999
2008-10-10,7.135999999999999
2008-10-13,7.135999999999999
2008-10-14,7.135999999999999
2008-10-15,7.135999999999999
2008-10-16,7.135999999999999
2008-10-17,7.135999999999999
2008-10-20,7.135999999999999
2008-10-21,7.135999999999999
2008-10-22,7.135999999999999
2008-10-23,7.135999999999999
2008-10-24,7.135999999999999
2008-10-27,7.135999999999999
2008-10-28,7.135999999999999
2008-10-29,7.135999999999999
2008-10-30,7.135999999999999
2008-10-31,7.135999999999999
2008-11-03,7.135999999999999
2008-11-04,7.262499999999999
2008-11-05,7.262499999999999
2008-11-06,7.262499999999999
2008-11-07,7.262499999999999
2008-11-10,7.262499999999999
2008-11-11,7.262499999999999
2008-11-12,7.262499999999999
2008-11-13,7.262499999999999
2008-11-14,7.262499999999999
2008-11-17,7.262499999999999
2008-11-18,7.262499999999999
2008-11-19,7.262499999999999
2008-11-20,7.262499999999999
2008-11-21,7.262499999999999
2008-11-24,7.262499999999999
2008-11-25,7.262499999999999
2008-11-26,7.262499999999999
2008-11-27,7.262499999999999
2008-11-28,7.262499999999999
2008-12-01,7.262499999999999
2008-12-02,7.388999999999999
2008-12-03,7.388999999999999
2008-12-04,7.388999999999999
2008-12-05,7.388999999999999
2008-12-08,7.388999999999999
2008-12-09,7.388999999999999
2008-12-10,7.388999999999999
2008-12-11,7.388999999999999
2008-12-12,7.388999999999999
2008-12-15,7.388999999999999
2008-12-16,7.388999999999999
2008-12-17,7.388999999999999
2008-12-18,7.388999999999999
2008-12-19,7.388999999999999
2008-12-22,7.388999999999999
2008-12-23,7.388999999999999
2008-12-24,7.388999999999999
2008-12-25,7.388999999999999
2008-12-26,7.388999999999999
2008-12-29,7.388999999999999
2008-12-30,7.388999999999999
2008-12-31,7.388999999999999
2009-01-01,7.388999999999999
2009-01-02,7.357749999999999
2009-01-05,7.357749999999999
2009-01-06,7.357749999999999
2009-01-07,7.357749999999999
2009-01-08,7.357749999999999
2009-01-09,7.357749999999999
2009-01-12,7.357749999999999
2009-01-13,7.357749999999999
2009-01-14,7.357749999999999
2009-01-15,7.357749999999999
2009-01-16,7.357749999999999
2009-01-19,7.357749999999999
2009-01-20,7.357749999999999
2009-01-21,7.357749999999999
2009-01-22,7.357749999999999
2009-01-23,7.357749999999999
2009-01-26,7.357749999999999
2009-01-27,7.357749999999999
2009-01-28,7.357749999999999
2009-01-29,7.357749999999999
2009-01-30,7.357749999999999
2009-02-02,7.357749999999999
2009-02-03,7.326499999999999
2009-02-04,7.326499999999999
2009-02-05,7.326499999999999
2009-02-06,7.326499999999999
2009-02-09,7.326499999999999
2009-02-10,7.326499999999999
2009-02-11,7.326499999999999
2009-02-12,7.326499999999999
2009-02-13,7.326499999999999
2009-02-16,7.326499999999999
2009-02-17,7.326499999999999
2009-02-18,7.326499999999999
2009-02-19,7.326499999999999
2009-02-20,7.326499999999999
2009-02-23,7.326499999999999
2009-02-24,7.326499999999999
2009-02-25,7.326499999999999
2009-02-26,7.326499999999999
2009-02-27,7.326499999999999
2009-03-02,7.326499999999999
2009-03-03,7.29525
2009-03-04,7.29525
2009-03-05,7.29525
2009-03-06,7.29525
2009-03-09,7.29525
2009-03-10,7.29525
2009-03-11,7.29525
2009-03-12,7.29525
2009-03-13,7.29525
2009-03-16,7.29525
2009-03-17,7.29525
2009-03-18,7.29525
2009-03-19,7.29525
2009-03-20,7.29525
2009-03-23,7.29525
2009-03-24,7.29525
2009-03-25,7.29525
2009-03-26,7.29525
2009-03-27,7.29525
2009-03-30,7.29525
2009-03-31,7.29525
2009-04-01,7.29525
2009-04-02,7.263999999999999
2009-04-03,7.263999999999999
2009-04-06,7.263999999999999
2009-04-07,7.263999999999999
2009-04-08,7.263999999999999
2009-04-09,7.263999999999999
2009-04-10,7.263999999999999
2009-04-13,7.263999999999999
2009-04-14,7.263999999999999
2009-04-15,7.263999999999999
2009-04-16,7.263999999999999
2009-04-17,7.263999999999999
2009-04-20,7.263999999999999
2009-04-21,7.263999999999999
2009-04-22,7.263999999999999
2009-04-23,7.310333333333334
2009-04-24,7.310333333333334
2009-04-27,7.310333333333334
2009-04-28,7.310333333333334
2009-04-29,7.310333333333334
2009-04-30,7.310333333333334
2009-05-01,7.310333333333334
2009-05-04,7.291666666666667
2009-05-05,7.291666666666667
2009-05-06,7.291666666666667
2009-05-07,7.291666666666667
2009-05-08,7.291666666666667
2009-05-11,7.291666666666667
2009-05-12,7.291666666666667
2009-05-13,7.291666666666667
2009-05-14,7.291666666666667
2009-05-15,7.291666666666667
2009-05-18,7.291666666666667
2009-05-19,7.291666666666667
2009-05-20,7.291666666666667
2009-05-21,7.291666666666667
2009-05-22,7.291666666666667
2009-05-25,7.291666666666667
2009-05-26,7.291666666666667
2009-05-27,7.291666666666667
2009-05-28,7.291666666666667
2009-05-29,7.291666666666667
2009-06-01,7.291666666666667
2009-06-02,7.273000000000001
2009-06-03,7.273000000000001
2009-06-04,7.273000000000001
2009-06-05,7.273000000000001
2009-06-08,7.273000000000001
2009-06-09,7.273000000000001
2009-06-10,7.273000000000001
2009-06-11,7.273000000000001
2009-06-12,7.273000000000001
2009-06-15,7.273000000000001
2009-06-16,7.273000000000001
2009-06-17,7.273000000000001
2009-06-18,7.273000000000001
2009-06-19,7.273000000000001
2009-06-22,7.273000000000001
2009-06-23,7.273000000000001
2009-06-24,7.273000000000001
2009-06-25,7.273000000000001
2009-06-26,7.273000000000001
2009-06-29,7.273000000000001
2009-06-30,7.273000000000001
2009-07-01,7.273000000000001
2009-07-02,7.254333333333333
2009-07-03,7.254333333333333
2009-07-06,7.254333333333333
2009-07-07,7.254333333333333
2009-07-08,7.254333333333333
2009-07-09,7.254333333333333
2009-07-10,7.254333333333333
2009-07-13,7.254333333333333
2009-07-14,7.254333333333333
2009-07-15,7.254333333333333
2009-07-16,7.254333333333333
2009-07-17,7.254333333333333
2009-07-20,7.254333333333333
2009-07-21,7.254333333333333
2009-07-22,7.254333333333333
2009-07-23,7.254333333333333
2009-07-24,7.254333333333333
2009-07-27,7.254333333333333
2009-07-28,7.254333333333333
2009-07-29,7.254333333333333
2009-07-30,7.254333333333333
2009-07-31,7.254333333333333
2009-08-03,7.254333333333333
2009-08-04,7.235666666666667
2009-08-05,7.235666666666667
2009-08-06,7.235666666666667
2009-08-07,7.235666666666667
2009-08-10,7.235666666666667
2009-08-11,7.235666666666667
2009-08-12,7.235666666666667
2009-08-13,7.235666666666667
2009-08-14,7.235666666666667
2009-08-17,7.235666666666667
2009-08-18,7.235666666666667
2009-08-19,7.235666666666667
2009-08-20,7.235666666666667
2009-08-21,7.235666666666667
2009-08-24,7.235666666666667
2009-08-25,7.235666666666667
2009-08-26,7.235666666666667
2009-08-27,7.235666666666667
2009-08-28,7.235666666666667
2009-08-31,7.235666666666667
2009-09-01,7.235666666666667
2009-09-02,7.217
2009-09-03,7.217
2009-09-04,7.217
2009-09-07,7.217
2009-09-08,7.217
2009-09-09,7.217
2009-09-10,7.217
2009-09-11,7.217
2009-09-14,7.217
2009-09-15,7.217
2009-09-16,7.217
2009-09-17,7.217
2009-09-18,7.217
2009-09-21,7.217
2009-09-22,7.217
2009-09-23,7.217
2009-09-24,7.217
2009-09-25,7.217
2009-09-28,7.217
2009-09-29,7.217
2009-09-30,7.217
2009-10-01,7.217
2009-10-02,3.517833333333334
2009-10-05,3.517833333333334
2009-10-06,3.517833333333334
2009-10-07,3.517833333333334
2009-10-08,3.517833333333334
2009-10-09,3.517833333333334
2009-10-12,3.517833333333334
2009-10-13,3.517833333333334
2009-10-14,3.517833333333334
2009-10-15,3.517833333333334
2009-10-16,3.517833333333334
2009-10-19,3.517833333333334
2009-10-20,3.517833333333334
2009-10-21,3.517833333333334
2009-10-22,3.517833333333334
2009-10-23,3.517833333333334
2009-10-26,3.517833333333334
2009-10-27,3.517833333333334
2009-10-28,3.517833333333334
2009-10-29,3.517833333333334
2009-10-30,3.517833333333334
2009-11-02,3.517833333333334
2009-11-03,3.5259166666666673
2009-11-04,3.5259166666666673
2009-11-05,3.5259166666666673
2009-11-06,3.5259166666666673
2009-11-09,3.5259166666666673
2009-11-10,3.5259166666666673
2009-11-11,3.5259166666666673
2009-11-12,3.5259166666666673
2009-11-13,3.5259166666666673
2009-11-16,3.5259166666666673
2009-11-17,3.5259166666666673
2009-11-18,3.5259166666666673
2009-11-19,3.5259166666666673
2009-11-20,3.5259166666666673
2009-11-23,3.5259166666666673
2009-11-24,3.5259166666666673
2009-11-25,3.5259166666666673
2009-11-26,3.5259166666666673
2009-11-27,3.5259166666666673
2009-11-30,3.5259166666666673
2009-12-01,3.5259166666666673
2009-12-02,3.5340000000000003
2009-12-03,3.5340000000000003
2009-12-04,3.5340000000000003
2009-12-07,3.5340000000000003
2009-12-08,3.5340000000000003
2009-12-09,3.5340000000000003
2009-12-10,3.5340000000000003
2009-12-11,3.5340000000000003
2009-12-14,3.5340000000000003
2009-12-15,3.5340000000000003
2009-12-16,3.5340000000000003
2009-12-17,3.5340000000000003
2009-12-18,3.5340000000000003
2009-12-21,3.5340000000000003
2009-12-22,3.5340000000000003
2009-12-23,3.5340000000000003
2009-12-24,3.5340000000000003
2009-12-25,3.5340000000000003
2009-12-28,3.5340000000000003
2009-12-29,3.5340000000000003
2009-12-30,3.5340000000000003
2009-12-31,3.5340000000000003
2010-01-01,3.5340000000000003
2010-01-04,3.4848333333333334
2010-01-05,3.4848333333333334
2010-01-06,3.4848333333333334
2010-01-07,3.4848333333333334
2010-01-08,3.4848333333333334
2010-01-11,3.4848333333333334
2010-01-12,3.4848333333333334
2010-01-13,3.4848333333333334
2010-01-14,3.4848333333333334
2010-01-15,3.4848333333333334
2010-01-18,3.4848333333333334
2010-01-19,3.4848333333333334
2010-01-20,3.4848333333333334
2010-01-21,3.4848333333333334
2010-01-22,3.4848333333333334
2010-01-25,3.4848333333333334
2010-01-26,3.4848333333333334
2010-01-27,3.4848333333333334
2010-01-28,3.4848333333333334
2010-01-29,3.4848333333333334
2010-02-01,3.4848333333333334
2010-02-02,3.4356666666666675
2010-02-03,3.4356666666666675
2010-02-04,3.4356666666666675
2010-02-05,3.4356666666666675
2010-02-08,3.4356666666666675
2010-02-09,3.4356666666666675
2010-02-10,3.4356666666666675
2010-02-11,3.4356666666666675
2010-02-12,3.4356666666666675
2010-02-15,3.4356666666666675
2010-02-16,3.4356666666666675
2010-02-17,3.4356666666666675
2010-02-18,3.4356666666666675
2010-02-19,3.4356666666666675
2010-02-22,3.4356666666666675
2010-02-23,3.4356666666666675
2010-02-24,3.4356666666666675
2010-02-25,3.4356666666666675
2010-02-26,3.4356666666666675
2010-03-01,3.4356666666666675
2010-03-02,3.3865000000000007
2010-03-03,3.3865000000000007
2010-03-04,3.3865000000000007
2010-03-05,3.3865000000000007
2010-03-08,3.3865000000000007
2010-03-09,3.3865000000000007
2010-03-10,3.3865000000000007
2010-03-11,3.3865000000000007
2010-03-12,3.3865000000000007
2010-03-15,3.3865000000000007
2010-03-16,3.3865000000000007
2010-03-17,3.3865000000000007
2010-03-18,3.3865000000000007
2010-03-19,3.3865000000000007
2010-03-22,3.3865000000000007
2010-03-23,3.3865000000000007
2010-03-24,3.3865000000000007
2010-03-25,3.3865000000000007
2010-03-26,3.3865000000000007
2010-03-29,3.3865000000000007
2010-03-30,3.3865000000000007
2010-03-31,3.3865000000000007
2010-04-01,3.3865000000000007
2010-04-02,3.337333333333334
2010-04-05,3.337333333333334
2010-04-06,3.337333333333334
2010-04-07,3.337333333333334
2010-04-08,3.337333333333334
2010-04-09,3.337333333333334
2010-04-12,3.337333333333334
2010-04-13,3.337333333333334
2010-04-14,3.337333333333334
2010-04-15,3.337333333333334
2010-04-16,3.337333333333334
2010-04-19,3.337333333333334
2010-04-20,3.337333333333334
2010-04-21,3.337333333333334
2010-04-22,7.962999999999999
2010-04-23,7.962999999999999
2010-04-26,7.962999999999999
2010-04-27,7.962999999999999
2010-04-28,7.962999999999999
2010-04-29,7.962999999999999
2010-04-30,7.962999999999999
2010-05-03,7.962999999999999
2010-05-04,7.947499999999999
2010-05-05,7.947499999999999
2010-05-06,7.947499999999999
2010-05-07,7.947499999999999
2010-05-10,7.947499999999999
2010-05-11,7.947499999999999
2010-05-12,7.947499999999999
2010-05-13,7.947499999999999
2010-05-14,7.947499999999999
2010-05-17,7.947499999999999
2010-05-18,7.947499999999999
2010-05-19,7.947499999999999
2010-05-20,7.947499999999999
2010-05-21,7.947499999999999
2010-05-24,7.947499999999999
2010-05-25,7.947499999999999
2010-05-26,7.947499999999999
2010-05-27,7.947499999999999
2010-05-28,7.947499999999999
2010-05-31,7.947499999999999
2010-06-01,7.947499999999999
2010-06-02,7.931999999999999
2010-06-03,7.931999999999999
2010-06-04,7.931999999999999
2010-06-07,7.931999999999999
2010-06-08,7.931999999999999
2010-06-09,7.931999999999999
2010-06-10,7.931999999999999
2010-06-11,7.931999999999999
2010-06-14,7.931999999999999
2010-06-15,7.931999999999999
2010-06-16,7.931999999999999
2010-06-17,7.931999999999999
2010-06-18,7.931999999999999
2010-06-21,7.931999999999999
2010-06-22,7.931999999999999
2010-06-23,7.931999999999999
2010-06-24,7.931999999999999
2010-06-25,7.931999999999999
2010-06-28,7.931999999999999
2010-06-29,7.931999999999999
2010-06-30,7.931999999999999
2010-07-01,7.931999999999999
2010-07-02,7.916499999999998
2010-07-05,7.916499999999998
2010-07-06,7.916499999999998
2010-07-07,7.916499999999998
2010-07-08,7.916499999999998
2010-07-09,7.916499999999998
2010-07-12,7.916499999999998
2010-07-13,7.916499999999998
2010-07-14,7.916499999999998
2010-07-15,7.916499999999998
2010-07-16,7.916499999999998
2010-07-19,7.916499999999998
2010-07-20,7.916499999999998
2010-07-21,7.916499999999998
2010-07-22,7.916499999999998
2010-07-23,7.916499999999998
2010-07-26,7.916499999999998
2010-07-27,7.916499999999998
2010-07-28,7.916499999999998
2010-07-29,7.916499999999998
2010-07-30,7.916499999999998
2010-08-02,7.916499999999998
2010-08-03,7.901
2010-08-04,7.901
2010-08-05,7.901
2010-08-06,7.901
2010-08-09,7.901
2010-08-10,7.901
2010-08-11,7.901
2010-08-12,7.901
2010-08-13,7.901
2010-08-16,7.901
2010-08-17,7.901
2010-08-18,7.901
2010-08-19,7.901
2010-08-20,7.901
2010-08-23,7.901
2010-08-24,7.901
2010-08-25,7.901
2010-08-26,7.901
2010-08-27,7.901
2010-08-30,7.901
2010-08-31,7.901
2010-09-01,7.901
2010-09-02,7.885499999999998
2010-09-03,7.885499999999998
2010-09-06,7.885499999999998
2010-09-07,7.885499999999998
2010-09-08,7.885499999999998
2010-09-09,7.885499999999998
2010-09-10,7.885499999999998
2010-09-13,7.885499999999998
2010-09-14,7.885499999999998
2010-09-15,7.885499999999998
2010-09-16,7.885499999999998
2010-09-17,7.885499999999998
2010-09-20,7.885499999999998
2010-09-21,7.885499999999998
2010-09-22,7.885499999999998
2010-09-23,7.885499999999998
2010-09-24,7.885499999999998
2010-09-27,7.885499999999998
2010-09-28,7.885499999999998
2010-09-29,7.885499999999998
2010-09-30,7.885499999999998
2010-10-01,7.885499999999998
2010-10-04,7.870000000000002
2010-10-05,7.870000000000002
2010-10-06,7.870000000000002
2010-10-07,9.874
2010-10-08,9.874
2010-10-11,9.874
2010-10-12,9.874
2010-10-13,9.874
2010-10-14,9.874
2010-10-15,9.874
2010-10-18,9.874
2010-10-19,9.874
2010-10-20,9.874
2010-10-21,9.874
2010-10-22,9.874
2010-10-25,9.874
2010-10-26,9.874
2010-10-27,9.874
2010-10-28,9.874
2010-10-29,9.874
2010-11-01,9.874
2010-11-02,9.812999999999999
2010-11-03,9.812999999999999
2010-11-04,9.812999999999999
2010-11-05,9.812999999999999
2010-11-08,9.812999999999999
2010-11-09,9.812999999999999
2010-11-10,9.812999999999999
2010-11-11,9.812999999999999
2010-11-12,9.812999999999999
2010-11-15,9.812999999999999
2010-11-16,9.812999999999999
2010-11-17,9.812999999999999
2010-11-18,9.812999999999999
2010-11-19,9.812999999999999
2010-11-22,9.812999999999999
2010-11-23,9.812999999999999
2010-11-24,9.812999999999999
2010-11-25,9.812999999999999
2010-11-26,9.812999999999999
2010-11-29,9.812999999999999
2010-11-30,9.812999999999999
2010-12-01,9.812999999999999
2010-12-02,9.751999999999999
2010-12-03,9.751999999999999
2010-12-06,9.751999999999999
2010-12-07,9.751999999999999
2010-12-08,9.751999999999999
2010-12-09,9.751999999999999
2010-12-10,9.751999999999999
2010-12-13,9.751999999999999
2010-12-14,9.751999999999999
2010-12-15,9.751999999999999
2010-12-16,9.751999999999999
2010-12-17,9.751999999999999
2010-12-20,9.751999999999999
2010-12-21,9.751999999999999
2010-12-22,9.751999999999999
2010-12-23,9.751999999999999
2010-12-24,9.751999999999999
2010-12-27,9.751999999999999
2010-12-28,9.751999999999999
2010-12-29,9.751999999999999
2010-12-30,9.751999999999999
2010-12-31,9.751999999999999
2011-01-03,9.751999999999999
2011-01-04,9.7325
2011-01-05,9.7325
2011-01-06,9.7325
2011-01-07,9.7325
2011-01-10,9.7325
2011-01-11,9.7325
2011-01-12,9.7325
2011-01-13,9.7325
2011-01-14,9.7325
2011-01-17,9.7325
2011-01-18,9.7325
2011-01-19,9.7325
2011-01-20,9.7325
2011-01-21,9.7325
2011-01-24,9.7325
2011-01-25,9.7325
2011-01-26,9.7325
2011-01-27,9.7325
2011-01-28,9.7325
2011-01-31,9.7325
2011-02-01,9.7325
2011-02-02,9.713000000000003
2011-02-03,9.713000000000003
2011-02-04,9.713000000000003
2011-02-07,9.713000000000003
2011-02-08,9.713000000000003
2011-02-09,9.713000000000003
2011-02-10,9.713000000000003
2011-02-11,9.713000000000003
2011-02-14,9.713000000000003
2011-02-15,9.713000000000003
2011-02-16,9.713000000000003
2011-02-17,9.713000000000003
2011-02-18,9.713000000000003
2011-02-21,9.713000000000003
2011-02-22,9.713000000000003
2011-02-23,9.713000000000003
2011-02-24,9.713000000000003
2011-02-25,9.713000000000003
2011-02-28,9.713000000000003
2011-03-01,9.713000000000003
2011-03-02,9.6935
2011-03-03,9.6935
2011-03-04,9.6935
2011-03-07,9.6935
2011-03-08,9.6935
2011-03-09,9.6935
2011-03-10,9.6935
2011-03-11,9.6935
2011-03-14,9.6935
2011-03-15,9.6935
2011-03-16,9.6935
2011-03-17,9.6935
2011-03-18,9.6935
2011-03-21,9.6935
2011-03-22,9.6935
2011-03-23,9.6935
2011-03-24,9.6935
2011-03-25,9.6935
2011-03-28,9.6935
2011-03-29,9.6935
2011-03-30,9.6935
2011-03-31,9.6935
2011-04-01,9.6935
2011-04-04,9.674
2011-04-05,9.674
2011-04-06,9.674
2011-04-07,9.674
2011-04-08,9.674
2011-04-11,9.674
2011-04-12,9.124666666666666
2011-04-13,9.124666666666666
2011-04-14,9.124666666666666
2011-04-15,9.124666666666666
2011-04-18,9.124666666666666
2011-04-19,9.124666666666666
2011-04-20,9.124666666666666
2011-04-21,9.124666666666666
2011-04-22,9.124666666666666
2011-04-25,9.124666666666666
2011-04-26,9.124666666666666
2011-04-27,9.124666666666666
2011-04-28,9.124666666666666
2011-04-29,9.124666666666666
2011-05-02,9.124666666666666
2011-05-03,9.189333333333332
2011-05-04,9.189333333333332
2011-05-05,9.189333333333332
2011-05-06,9.189333333333332
2011-05-09,9.189333333333332
2011-05-10,9.189333333333332
2011-05-11,9.189333333333332
2011-05-12,9.189333333333332
2011-05-13,9.189333333333332
2011-05-16,9.189333333333332
2011-05-17,9.189333333333332
2011-05-18,9.189333333333332
2011-05-19,9.189333333333332
2011-05-20,9.189333333333332
2011-05-23,9.189333333333332
2011-05-24,9.189333333333332
2011-05-25,9.189333333333332
2011-05-26,9.189333333333332
2011-05-27,9.189333333333332
2011-05-30,9.189333333333332
2011-05-31,9.189333333333332
2011-06-01,9.189333333333332
2011-06-02,9.254
2011-06-03,9.254
2011-06-06,9.254
2011-06-07,9.254
2011-06-08,9.254
2011-06-09,9.254
