Country,Subject Descriptor,Subject Notes,Units,2014,2015,2016,2017,2018,2019,2020,2021
France,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.110,0.300,1.086,1.316,1.646,1.796,1.906,2.056
Gabon,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.738,0.053,2.500,2.500,2.500,2.500,2.500,2.540
The Gambia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.950,6.667,10.000,5.200,5.100,5.000,5.000,5.000
Georgia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.952,4.879,4.952,4.000,3.000,3.000,3.000,3.000
Germany,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.000,0.301,1.206,1.540,1.711,1.851,1.960,2.000
Ghana,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,16.987,17.692,12.369,7.055,6.000,6.000,6.000,6.000
Greece,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-2.535,0.417,0.166,0.854,1.320,1.386,1.399,2.321
Grenada,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.628,-1.171,-0.084,2.767,2.297,2.240,2.084,2.084
Guatemala,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.947,3.066,4.000,4.000,4.000,4.000,4.000,4.000
Guinea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.968,7.324,8.461,7.500,6.000,5.000,5.000,5.000
Guinea-Bissau,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.094,2.912,2.500,2.500,2.500,2.500,2.500,2.500
Guyana,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.172,-1.806,2.108,2.059,2.427,2.795,2.918,3.042
Haiti,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.344,11.277,10.425,6.995,5.000,5.000,5.000,5.000
Honduras,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.820,2.357,4.000,5.400,5.400,5.400,5.400,5.400
Hong Kong SAR,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.843,3.037,2.500,2.600,2.700,2.800,2.900,3.000
Hungary,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.900,0.900,1.200,2.600,3.000,3.000,3.000,3.000
Iceland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.827,1.941,3.200,4.100,3.000,2.600,2.500,2.500
India,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.272,5.354,5.137,5.426,5.556,5.187,4.928,4.890
Indonesia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.359,3.353,4.500,4.400,4.401,4.200,4.000,4.000
Islamic Republic of Iran,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,16.184,9.430,9.000,7.500,5.000,5.000,5.000,5.000
Iraq,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.587,2.310,2.000,2.000,2.000,2.000,2.000,2.000
Ireland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.100,0.000,0.451,1.173,1.535,1.788,1.948,1.972
Israel,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.196,-0.965,0.454,1.207,1.998,1.998,1.998,1.998
Italy,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.083,0.083,0.522,0.844,0.900,1.140,1.200,1.300
Jamaica,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.357,3.000,5.300,6.500,6.700,6.500,6.200,5.500
Japan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.553,0.262,-0.151,1.556,0.802,1.004,1.004,1.306
Jordan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.665,-1.575,1.687,2.500,2.500,2.500,2.500,2.500
Kazakhstan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.430,12.000,9.000,9.000,9.000,8.000,8.000,7.000
Kenya,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.019,8.007,5.800,5.500,5.014,4.993,1.469,5.000
Kiribati,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.116,1.400,0.300,0.750,1.200,1.650,2.100,2.100
Korea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.834,1.277,1.748,2.396,2.049,2.000,2.000,2.000
Kosovo,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.445,-0.135,1.187,1.746,1.813,2.002,2.202,2.200
Kuwait,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.044,3.400,3.400,3.500,3.500,3.500,3.600,3.600
Kyrgyz Republic,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,10.475,3.352,6.997,6.532,5.944,5.420,5.106,5.002
Lao P.D.R.,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.000,5.500,1.170,2.300,2.600,2.900,3.100,3.100
Latvia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.274,0.404,1.572,2.064,2.010,2.000,2.000,2.001
Lebanon,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.707,-3.402,2.000,2.000,2.000,2.000,2.000,2.000
Lesotho,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.921,5.486,6.369,6.000,5.000,5.000,5.000,5.000
Liberia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.661,8.039,8.344,7.700,7.200,7.000,7.800,6.900
Libya,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.727,11.656,7.226,4.995,3.178,1.021,2.541,2.000
Lithuania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.186,-0.251,1.430,2.262,2.286,2.340,2.315,2.308
Luxembourg,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.888,0.906,1.008,1.106,1.916,1.713,2.018,2.120
Macao SAR,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.594,3.731,3.000,3.000,3.000,3.000,3.000,3.000
FYR Macedonia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.502,-0.309,1.400,1.600,2.000,2.000,2.000,2.000
Madagascar,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.026,7.563,7.080,6.993,6.601,6.054,5.705,5.454
Malawi,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,24.152,24.855,16.006,9.570,8.554,8.249,8.089,7.580
Malaysia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.663,2.683,3.131,2.882,3.000,3.000,3.000,3.000
Maldives,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.179,1.879,2.015,3.239,3.649,3.957,4.215,4.215
Mali,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.161,0.971,0.971,1.500,1.900,2.200,2.500,2.501
Malta,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.381,1.253,1.800,1.800,1.800,1.800,1.800,1.800
Marshall Islands,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.851,-4.017,-1.350,0.800,1.800,1.900,2.112,2.112
Mauritania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.001,-2.830,3.802,4.924,5.291,5.277,5.119,5.119
Mauritius,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.190,1.327,2.000,2.200,2.400,2.600,2.600,2.600
Mexico,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.081,2.131,3.310,3.023,2.988,2.995,2.995,2.995
Micronesia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.618,-1.049,1.949,1.342,1.870,1.984,2.301,2.968
Moldova,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.680,13.528,8.100,6.400,5.500,5.000,5.000,5.000
Mongolia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,10.683,1.133,3.710,6.508,6.385,6.415,6.500,6.300
Montenegro,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.308,1.353,1.429,1.434,1.646,1.683,1.828,1.839
Morocco,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.572,1.600,1.300,2.000,2.000,2.000,2.000,2.000
Mozambique,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.100,11.099,5.600,5.600,5.600,5.600,5.600,5.600
Myanmar,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.448,10.474,8.700,7.700,7.200,6.700,6.500,6.250
Namibia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.634,3.500,5.000,5.750,5.750,5.750,5.750,5.750
Nepal,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.084,7.576,12.900,9.300,7.200,6.500,5.700,5.500
Netherlands,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.061,0.265,0.514,0.799,0.951,1.060,1.166,1.225
New Zealand,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.758,0.084,2.523,1.711,1.964,2.015,2.015,2.015
Nicaragua,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.480,3.052,6.081,6.833,7.653,7.554,7.554,7.653
Niger,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.627,2.197,1.172,1.713,1.887,2.113,1.887,2.113
Nigeria,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.978,9.554,12.000,12.500,12.000,10.000,9.000,8.000
Norway,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.073,2.321,2.500,2.500,2.500,2.500,2.500,2.500
Oman,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.011,0.182,0.252,2.771,2.788,2.907,2.897,2.723
Pakistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.225,3.158,4.500,5.000,5.000,5.000,5.000,5.000
Palau,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.800,2.657,2.347,2.649,1.367,2.624,1.392,2.600
Panama,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.970,0.294,0.800,2.000,2.000,2.000,2.000,2.000
Papua New Guinea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.300,6.000,6.000,5.000,5.000,5.000,5.000,5.000
Paraguay,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.214,3.100,4.500,4.500,4.500,4.500,4.500,4.500
Peru,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.224,4.231,3.418,2.495,2.494,2.456,2.465,2.522
Philippines,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.705,1.495,2.900,3.200,3.700,3.400,3.500,3.500
Poland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-1.000,-0.500,0.481,1.744,2.250,2.500,2.500,2.500
Portugal,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.270,0.291,0.811,1.480,3.687,-0.644,-0.383,0.807
Puerto Rico,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.070,-0.159,-0.587,1.217,1.585,1.776,1.821,1.829
Qatar,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,,,,,,,,
Romania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.828,-0.947,1.500,3.400,2.700,2.700,2.600,2.500
Russia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,11.350,12.910,7.901,5.904,4.000,4.000,4.000,4.000
Rwanda,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.114,4.531,5.000,5.000,5.000,5.000,5.000,5.000
Samoa,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.186,0.370,2.000,2.000,3.000,3.000,3.000,3.000
San Marino,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.100,0.400,0.900,1.100,1.200,1.300,1.400,1.500
São Tomé and Príncipe,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.426,3.959,4.000,3.000,3.000,3.000,3.000,3.000
Saudi Arabia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.446,2.270,3.772,0.963,1.706,2.007,2.008,2.009
Senegal,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.778,0.394,1.186,-0.059,1.182,1.182,1.182,1.182
Serbia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.752,1.556,2.589,3.330,3.500,4.000,4.000,4.000
Seychelles,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.524,3.163,2.839,3.083,3.386,2.964,3.125,2.959
Sierra Leone,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9.842,10.068,9.500,9.000,8.500,8.000,7.500,6.500
Singapore,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.040,-0.725,1.343,1.900,1.900,1.900,1.900,1.900
Slovak Republic,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.109,-0.428,0.661,1.827,1.743,1.856,1.934,2.017
Slovenia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.100,-0.399,0.701,0.802,2.000,2.000,2.000,2.000
Solomon Islands,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.186,2.151,2.934,2.578,3.467,2.394,1.479,0.232
South Africa,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.783,4.889,6.900,5.800,5.600,5.600,5.600,5.600
South Sudan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9.880,109.856,119.125,7.499,7.500,7.500,7.500,7.500
Spain,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-1.042,0.017,0.666,0.681,1.035,1.487,1.514,1.580
Sri Lanka,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.096,2.775,4.060,5.000,5.000,5.000,5.000,5.000
St. Kitts and Nevis,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.578,-2.928,0.230,1.319,1.616,1.725,1.765,1.807
St. Lucia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.669,-2.107,-0.745,2.317,2.382,2.672,2.591,2.309
St. Vincent and the Grenadines,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.093,-1.673,1.097,1.685,1.660,1.742,1.800,1.853
Sudan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,25.668,12.582,13.500,11.000,10.000,9.000,9.000,9.000
Suriname,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.915,24.994,26.000,8.000,6.113,4.033,4.033,4.000
Swaziland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.188,4.931,8.876,3.388,5.800,5.800,5.800,5.800
Sweden,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.280,0.741,1.446,1.700,2.100,2.200,2.100,2.000
Switzerland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.328,-1.318,-0.300,0.100,1.000,1.000,1.000,1.000
Syria,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,,,,,,,,
Taiwan Province of China,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.602,0.135,0.798,1.100,1.300,1.500,1.800,2.200
