Country,Subject Descriptor,Subject Notes,Units,2017,2018,2019,2020,2021,2022,2023,2024
Switzerland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.872,0.712,0.337,0.948,1.025,0.999,0.967,1.000
Syria,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,,,,,,,,
Taiwan Province of China,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.216,-0.059,0.800,1.100,1.443,1.437,1.403,1.437
Tajikistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.658,5.383,6.966,6.820,6.660,6.500,6.500,6.500
Tanzania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.970,3.251,4.139,4.326,4.513,4.700,5.000,5.000
Thailand,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.775,0.355,1.330,1.182,1.650,1.800,1.900,2.000
Timor-Leste,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.614,2.136,2.800,3.500,3.800,4.000,4.000,4.000
Togo,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.680,1.989,1.739,2.192,1.840,2.135,1.887,2.000
Tonga,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.570,4.800,2.805,4.939,3.400,2.500,2.500,2.500
Trinidad and Tobago,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.325,1.027,0.949,1.454,1.903,2.190,2.407,2.552
Tunisia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.154,7.493,5.912,5.476,5.188,4.344,4.048,3.930
Turkey,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,11.920,20.302,13.500,12.000,12.000,11.000,11.000,11.000
Turkmenistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,10.419,7.158,9.000,8.000,8.000,6.000,6.000,6.000
Tuvalu,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.364,2.299,2.064,3.219,3.662,3.748,3.821,2.000
Uganda,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.303,2.229,3.501,3.928,4.638,5.000,5.000,5.000
Ukraine,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,13.669,9.777,7.032,5.562,5.058,4.996,4.996,4.996
United Arab Emirates,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.967,3.069,-1.500,1.200,1.500,2.000,2.000,2.100
United Kingdom,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.019,2.269,1.595,2.066,2.000,2.000,2.000,2.000
United States,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.167,1.923,2.176,2.390,2.378,2.309,2.294,2.224
Uruguay,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.552,7.960,7.500,7.000,7.000,7.000,7.000,7.000
Uzbekistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,18.782,14.265,15.646,12.448,9.131,7.970,7.568,7.435
Vanuatu,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.315,2.637,2.636,2.182,2.455,2.591,2.591,2.591
Venezuela,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,862.629,"130,060.244","200,000.000","500,000.000","500,000.000",,,
Vietnam,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.597,2.983,3.700,3.800,3.900,3.900,4.000,4.000
Yemen,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,47.000,14.300,15.000,36.300,5.000,5.000,5.000,5.000
Zambia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.085,7.900,12.000,8.000,8.000,8.000,8.000,8.000
Zimbabwe,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.430,42.074,182.917,9.429,3.000,3.000,3.000,3.000
